Action,Step,Balance,Positive,Negative,Reward
1,48,33.96832087919593,64,65,-0.02032195447956836
4,49,33.96832087919593,65,67,-0.0005281146352580368
5,50,33.96832087919593,66,69,0.003314789370120752
0,51,33.96832087919593,67,71,0.008281659347224801
2,2,106.45011027206627,2,3,0.10001045559985222
2,3,100.91540753419878,3,3,0.1673172324633132
5,4,72.98884060371621,6,7,-0.001808508091790506
1,5,81.97712753083371,6,7,0.08398633831758961
3,6,67.41147864765759,7,7,-0.13523038910665874
2,7,62.520582786188896,7,8,-0.1926553051528031
4,8,38.84806746524327,9,10,0.11958524524292269
3,9,21.63036979567706,13,11,0.034308306570803526
1,10,33.97136284716739,13,12,-0.1829416867231503
1,11,41.477600560351306,13,13,0.02489048673282046
5,12,41.477600560351306,14,15,-0.03064388125215467
2,13,41.79208530435042,17,18,-0.07085424404290058
3,14,29.23470319457418,17,19,0.05361120370455297
3,15,18.795824885642944,20,19,-0.018293606653559835
5,16,18.795824885642944,21,21,-0.100229728385265
0,17,18.795824885642944,22,23,0.11741113727130914
3,18,18.795824885642944,23,25,-0.07605909855998305
0,19,18.795824885642944,24,27,-0.0031003977711189235
4,20,18.795824885642944,25,29,0.027118871153091972
0,21,18.795824885642944,26,31,0.02542733926132057
0,22,18.795824885642944,27,33,-0.0831225317278056
5,23,18.795824885642944,28,35,-0.09770709964067548
4,24,18.795824885642944,29,37,-0.04947947977373379
3,25,18.795824885642944,30,39,-0.0992409687089546
5,26,18.795824885642944,31,41,-0.006487667424488086
0,27,18.795824885642944,32,43,-0.038206164657853925
3,28,18.795824885642944,33,45,-0.06818935777057894
1,29,25.743087828796288,34,45,-0.0275067891383321
4,30,25.743087828796288,35,47,-0.16461595089600134
0,31,25.743087828796288,36,49,-0.03881783880315348
1,32,33.27437086680153,36,50,-0.13557903522078268
1,33,42.9000633979678,37,50,-0.05522833729487164
0,34,42.9000633979678,38,52,-0.09785966004472918
3,35,24.763148629238195,40,52,-0.06337905427324214
5,36,24.763148629238195,41,54,-0.021394460039171226
0,37,24.763148629238195,42,56,-0.050170203906137134
0,38,24.763148629238195,43,58,-0.07367888966118596
0,39,24.763148629238195,44,60,-0.02960227873562027
1,40,30.997075644904847,44,60,-0.1453957509152226
0,41,30.997075644904847,45,62,-0.05886989888170946
1,42,38.85555860736332,45,62,-0.0965477572255346
2,43,31.860686423661598,45,63,-0.0795483257918902
3,44,15.18042762951601,47,66,0.0006769234950001479
2,45,15.18042762951601,48,68,0.015073034672137053
1,46,23.144473146932864,48,69,-0.10170479851647346
3,47,23.144473146932864,49,71,-0.1180572273177663
0,48,23.144473146932864,50,73,-0.1311711332522275
1,49,28.80715606904923,51,73,-0.079618716454398
4,50,28.80715606904923,52,75,-0.10142708575857928
1,51,34.6928516452683,52,75,-0.04202076081955625
5,2,55.53906396196618,5,9,0.11197062629552423
4,3,38.27731868106348,7,11,-0.13343533883035036
3,4,25.504968739838027,8,12,0.020664015879767628
1,5,30.220541334897128,9,12,-0.19665340765991463
1,6,33.92271651035577,9,12,0.19556910593340482
5,7,33.92271651035577,10,14,-0.08112201034138616
2,8,26.970380359040192,10,17,-0.12061215779167822
0,9,26.970380359040192,11,19,-0.04955074596719883
0,10,26.970380359040192,12,21,-0.12652052574381
4,11,26.970380359040192,13,23,-0.2762200690441017
5,12,26.970380359040192,14,25,-0.15621075265392487
5,13,26.970380359040192,15,27,-0.004286798431593797
2,14,21.29811380670821,18,29,-0.11923416792982966
1,15,26.868184684271622,18,29,-0.05865846060057578
5,16,26.868184684271622,19,31,-0.11974998371467427
5,17,26.868184684271622,20,33,-0.12812230002162656
0,18,26.868184684271622,21,35,-0.1789111301215922
3,19,26.868184684271622,22,37,-0.16421875903044353
5,20,26.868184684271622,23,39,-0.11128858786567597
4,21,26.868184684271622,24,41,-0.10625697110756399
3,22,26.868184684271622,25,43,-0.1406704009762439
2,23,16.235575551692488,27,45,-0.14618171783850337
0,24,16.235575551692488,28,47,-0.16725485458309236
4,25,16.235575551692488,29,49,-0.19306776340941106
2,26,16.235575551692488,30,51,-0.1474539271509142
2,27,16.235575551692488,31,53,-0.15506557404289184
1,28,24.55261002450637,31,53,-0.15345982506820638
2,29,14.929082757193676,32,55,-0.09886446885737638
1,30,19.070385557777108,32,57,-0.20610538660337568
5,31,19.070385557777108,33,59,-0.08801740212594833
4,32,19.070385557777108,34,61,-0.17234518582020175
3,33,19.070385557777108,35,63,-0.1707302289034492
2,34,19.070385557777108,36,65,-0.11090903768496374
0,35,19.070385557777108,37,67,-0.1827963940825555
2,36,19.070385557777108,38,69,-0.17002974787656783
2,37,19.070385557777108,39,71,-0.08295736775858281
2,38,19.070385557777108,40,73,-0.12204247685319469
4,39,19.070385557777108,41,75,-0.12835352163983288
2,40,19.070385557777108,42,77,-0.16747751121418897
1,41,22.853100022289254,43,80,-0.16979298888120575
1,42,26.114687624369047,44,81,-0.13372332649520907
0,43,26.114687624369047,45,83,-0.13274617718845944
0,44,26.114687624369047,46,85,-0.1491994001371298
0,45,26.114687624369047,47,87,-0.21943607964612488
4,46,26.114687624369047,48,89,-0.12762951953690432
5,47,26.114687624369047,49,91,-0.19545069955827488
3,48,26.114687624369047,50,93,-0.12517919033284747
3,49,26.114687624369047,51,95,-0.19858007158974417
3,50,26.114687624369047,52,97,-0.16442765956529815
0,51,26.114687624369047,53,99,-0.17773672616046177
5,2,54.006062390359155,6,4,0.1866488321105575
5,3,29.062474815456525,9,5,0.1872307079656036
1,4,41.040896346903764,9,5,0.1595689153422868
5,5,41.040896346903764,10,7,0.25539978652914463
1,6,55.97949478842871,10,7,0.2901797744934377
3,7,47.37628614669696,11,9,0.18250960877738087
4,8,30.677397010083034,12,9,0.13828066342159806
4,9,30.677397010083034,13,11,0.11922706493387214
5,10,30.677397010083034,14,13,0.021242595684312415
5,11,30.677397010083034,15,15,-0.10495867388915009
5,12,30.677397010083034,16,17,-0.05437764750469154
2,13,25.96497045814639,18,20,0.07800408032115969
4,14,25.96497045814639,19,22,-0.08107728996318486
1,15,33.71909269263362,19,23,0.07838957554200332
1,16,45.46296603977892,19,23,-0.12951681613396304
0,17,45.46296603977892,20,25,-0.10338764865838423
4,18,26.3927661213552,23,27,-0.1711861738969636
2,19,18.675036854467606,24,27,0.0503887910911579
2,20,18.675036854467606,25,29,-0.0958686431503929
2,21,18.675036854467606,26,31,0.001590001371336025
5,22,18.675036854467606,27,33,-0.1427779276339714
5,23,18.675036854467606,28,35,-0.07909791927647009
0,24,18.675036854467606,29,37,-0.09056334235068558
5,25,18.675036854467606,30,39,-0.05890637671985499
0,26,18.675036854467606,31,41,-0.03710053517199596
4,27,18.675036854467606,32,43,-0.05872911969837952
2,28,18.675036854467606,33,45,-0.017315699675873653
2,29,18.675036854467606,34,47,-0.09858429567480731
0,30,18.675036854467606,35,49,-0.05848797012751861
5,31,18.675036854467606,36,51,-0.0645820516735966
0,32,18.675036854467606,37,53,-0.03403217988132701
5,33,18.675036854467606,38,55,-0.1108294868135134
3,34,18.675036854467606,39,57,-0.02083667575725251
4,35,18.675036854467606,40,59,-0.1207318463429724
2,36,18.675036854467606,41,61,-0.16182619022091926
5,37,18.675036854467606,42,63,-0.023770285471288732
3,38,18.675036854467606,43,65,-0.11717849670584402
1,39,25.71574217195451,43,65,-0.18002281806796078
4,40,25.71574217195451,44,67,-0.09164626302288564
2,41,16.37903804209779,47,68,-0.08630617702863502
2,42,16.37903804209779,48,70,-0.13384124945916953
3,43,16.37903804209779,49,72,-0.07414985581609623
3,44,16.37903804209779,50,74,-0.06202004830015051
5,45,16.37903804209779,51,76,-0.10315753188167515
3,46,16.37903804209779,52,78,-0.09636115772484333
2,47,16.37903804209779,53,80,-0.07387261954397223
5,48,16.37903804209779,54,82,-0.08235362613948305
3,49,16.37903804209779,55,84,-0.06688858423098631
5,50,16.37903804209779,56,86,-0.14952129042751122
1,51,22.097050620526343,56,86,-0.040881771929698996
0,2,100.0,2,3,-0.14349088076283206
1,3,102.57047688409753,2,3,0.008007609253222303
2,4,89.69772229096333,3,4,0.22338421415507248
1,5,92.0457069976213,3,5,-0.29073576093523607
4,6,75.42401944096014,6,5,-0.161481905996692
2,7,69.1493176103209,7,8,-0.06648369187500136
1,8,80.36170842763808,9,8,0.04638640010292505
2,9,74.38532584479331,10,11,-0.19954017633641175
0,10,74.38532584479331,11,13,0.07466748192953454
3,11,57.279096413907816,11,16,-0.047565561444308124
0,12,57.279096413907816,12,18,-0.11779149377732923
5,13,20.327648824468902,21,19,-0.11664285745721309
0,14,20.327648824468902,22,21,0.04118596236948435
2,15,20.81438001580698,22,22,-0.06158154074225308
2,16,13.11228284540608,24,22,0.025541311037187375
1,17,26.41462561487419,25,26,-0.13759266279290333
4,18,26.41462561487419,26,28,-0.12456934626232918
0,19,26.41462561487419,27,30,-0.023572574558463566
5,20,26.41462561487419,28,32,-0.02008121871373142
3,21,26.41462561487419,29,34,0.02773399801275933
1,22,36.80863885473592,30,34,-0.031198346608117378
4,23,14.604935057377809,34,35,0.022859149282423274
1,24,23.746192750238954,34,37,0.009816996997432659
2,25,17.70189980918292,35,40,-0.015165993148483103
5,26,17.70189980918292,36,42,-0.03636724372890804
0,27,17.70189980918292,37,44,-0.04058852574068389
0,28,17.70189980918292,38,46,-0.03623466838125555
5,29,17.70189980918292,39,48,-0.054191098861098186
5,30,17.70189980918292,40,50,-0.04375305717678479
1,31,26.936794116384203,41,50,-0.03407061838919606
1,32,37.03755944715701,42,51,0.027226533733863745
2,33,31.372305877273323,44,52,-0.018729552248147763
1,34,40.52515422400915,44,52,-0.12031579284706984
3,35,24.726776831595807,45,53,-0.11347951621517416
3,36,24.726776831595807,46,55,-0.16145832098152457
3,37,24.726776831595807,47,57,-0.1366097221837968
2,38,17.373420225733394,47,57,0.021113612754516287
2,39,17.373420225733394,48,59,-0.07006070202118198
4,40,17.373420225733394,49,61,-0.08413364561853293
3,41,17.373420225733394,50,63,-0.12942858337807706
4,42,17.373420225733394,51,65,-0.020776336363786896
1,43,26.329163332654616,51,65,-0.1493968321171938
2,44,18.837680012459924,53,68,-0.1489060282832672
0,45,18.837680012459924,54,70,-0.05488934028448439
0,46,18.837680012459924,55,72,-0.07070683055655225
3,47,18.837680012459924,56,74,-0.05003246673590195
1,48,24.80780188807064,58,75,-0.0170916510045232
1,49,30.870885883143096,59,75,-0.04238037989835164
1,50,37.84063701936043,59,76,0.0233346920737022
1,51,44.83697008800239,59,77,-0.01913918856555108
4,2,91.31668911888744,3,4,0.06710472650204913
2,3,85.3607023372315,4,7,-0.19272824157430357
4,4,66.44469697419747,9,8,-0.029268062844191145
2,5,63.15533275294464,13,13,-0.021269543444141614
2,6,59.49560628732049,14,14,-0.062330316205418956
4,7,40.54622063050232,16,17,0.0844241590130852
3,8,28.443351312757805,16,19,0.067587237409377
2,9,22.73469147054464,18,20,-0.03837780955658915
3,10,22.73469147054464,19,22,0.030069291738598625
3,11,22.73469147054464,20,24,0.08740131950568952
4,12,22.73469147054464,21,26,0.04396174671314901
5,13,22.73469147054464,22,28,-0.047913350140349864
2,14,16.9729847270931,24,28,0.0029238383271402713
2,15,16.9729847270931,25,30,-0.06818433840766208
2,16,16.9729847270931,26,32,0.00396042275620645
5,17,16.9729847270931,27,34,-0.06986017009112094
1,18,27.221604808685218,27,34,-0.07544196514452312
2,19,17.707094383778227,27,36,-0.04530568533112744
3,20,17.707094383778227,28,38,-0.005683972599126452
2,21,17.707094383778227,29,40,-0.1193091148230716
3,22,17.707094383778227,30,42,-0.028327896729208213
0,23,17.707094383778227,31,44,0.02589956719079234
0,24,17.707094383778227,32,46,-0.06501344655395913
1,25,26.398796089973104,32,46,-0.07231270345480162
5,26,26.398796089973104,33,48,-0.08300262027929445
5,27,26.398796089973104,34,50,-0.09552448556235205
5,28,26.398796089973104,35,52,-0.11654025790075573
0,29,26.398796089973104,36,54,-0.14123915532211923
5,30,26.398796089973104,37,56,-0.09513692824185022
0,31,26.398796089973104,38,58,-0.13829041105874817
4,32,26.398796089973104,39,60,-0.08139826039940706
4,33,26.398796089973104,40,62,-0.06635215146381901
1,34,31.86678261857818,40,63,-0.12283919262300652
1,35,37.905235334731664,40,63,-0.0681220968893973
1,36,43.026421598720646,41,63,-0.11297244583182836
1,37,49.16865597343217,42,64,-0.13253013226222005
5,38,49.16865597343217,43,66,-0.09873862177008019
0,39,49.16865597343217,44,68,-0.09573597962673353
5,40,49.16865597343217,45,70,-0.07073210436259364
5,41,49.16865597343217,46,72,-0.05080072677734354
4,42,26.27913389131586,51,74,-0.0738673426046389
4,43,26.27913389131586,52,76,-0.11653807830699481
0,44,26.27913389131586,53,78,-0.010916475293743733
3,45,26.27913389131586,54,80,-0.10614776891448946
0,46,26.27913389131586,55,82,-0.11876625298048288
5,47,26.27913389131586,56,84,-0.08177037787099717
2,48,18.261696820791606,58,84,-0.08860475501781256
5,49,18.261696820791606,59,86,-0.04606393289673455
0,50,18.261696820791606,60,88,-0.057979867305158694
2,51,18.261696820791606,61,90,-0.1505237237752159
5,2,55.97454078349344,7,2,0.40539239673353356
2,3,59.66118441506539,9,4,0.027150077243849324
4,4,46.69788249708212,11,5,0.1673533473814166
1,5,61.1898218902556,11,6,0.1607875858008997
1,6,75.99771498844953,11,6,0.06909854708672558
2,7,73.87397013210395,13,6,0.16454582783423188
2,8,74.3019725970371,14,7,0.12285419543967102
0,9,74.3019725970371,15,9,0.09942456837469893
5,10,42.59799110509393,17,10,0.10593636213242974
0,11,42.59799110509393,18,12,0.04344788110085018
3,12,31.94316825651411,21,13,0.08506330142574248
2,13,31.121902006870073,22,15,0.09484235841821909
3,14,19.86130655439644,24,15,0.015149051215241016
2,15,19.86130655439644,25,17,0.04243949273970837
5,16,19.86130655439644,26,19,0.13104647242256517
0,17,19.86130655439644,27,21,0.046771191398277234
0,18,19.86130655439644,28,23,0.04726701116411869
5,19,19.86130655439644,29,25,0.034605999779477536
4,20,19.86130655439644,30,27,-0.05677954609316571
2,21,19.86130655439644,31,29,0.13432830049839684
4,22,19.86130655439644,32,31,-0.02649079674240351
3,23,19.86130655439644,33,33,0.111398895634511
0,24,19.86130655439644,34,35,-0.14631107127079607
3,25,19.86130655439644,35,37,-0.04741932414968292
0,26,19.86130655439644,36,39,-0.009428314501637558
1,27,29.298127433487803,36,39,-0.009979285684987682
1,28,39.03186955600831,37,40,-0.06578508533870525
3,29,26.844771887398984,39,42,0.10742714873676029
0,30,26.844771887398984,40,44,-0.06681101600244477
0,31,26.844771887398984,41,46,-0.0020319104090703033
1,32,36.76637317026676,41,46,0.0028660808339776578
0,33,36.76637317026676,42,48,0.0164747402226606
3,34,21.916266111498746,42,50,-0.011979383261816856
4,35,21.916266111498746,43,52,-0.004326218596773679
2,36,15.713627829027873,44,54,-0.07020072286985457
5,37,15.713627829027873,45,56,-0.03890074059604659
1,38,23.09942666674494,45,56,0.013660362068958709
5,39,23.09942666674494,46,58,-0.07845784942093986
4,40,23.09942666674494,47,60,-0.11340722069328674
1,41,30.14234506132013,47,60,-0.04676856003079616
1,42,38.36209744480031,47,60,-0.06807355548600486
0,43,38.36209744480031,48,62,-0.009904163978347924
0,44,38.36209744480031,49,64,-0.0796283351733203
5,45,38.36209744480031,50,66,-0.02129557534124016
4,46,17.201157109385115,51,68,-0.05705805375469275
2,47,17.201157109385115,52,70,-0.04341827426937167
0,48,17.201157109385115,53,72,-0.02362180501330452
4,49,17.201157109385115,54,74,-0.04891584856318937
1,50,24.191442863282774,54,75,-0.11718655141523737
4,51,24.191442863282774,55,77,-0.0995274340371255
2,2,96.7478309706737,2,2,0.1468447125664033
0,3,96.7478309706737,3,4,-0.28716404596440737
5,4,66.31139536027649,7,7,-0.3285248740542206
3,5,57.296789067251424,10,8,-0.04839356351025326
3,6,41.97920697063657,11,8,0.26601209272913395
1,7,51.129572341007076,11,10,0.10425773051469578
4,8,26.6660458749459,11,11,0.025172692438961364
4,9,26.6660458749459,12,13,-0.03067077947568997
2,10,25.940641185476522,13,18,-0.018771603126874314
3,11,25.940641185476522,14,20,-0.007422405495608575
5,12,25.940641185476522,15,22,-0.04263758325579675
0,13,25.940641185476522,16,24,-0.07874739258081526
4,14,25.940641185476522,17,26,0.058576179304914766
3,15,25.940641185476522,18,28,-0.023956383432162276
2,16,16.682952464110095,19,31,-0.22178419684996187
1,17,22.085986950994336,19,31,0.03270254536369077
0,18,22.085986950994336,20,33,-0.0223355282984678
3,19,22.085986950994336,21,35,-0.050246194482650886
3,20,22.085986950994336,22,37,-0.1590785350695788
3,21,22.085986950994336,23,39,-0.16037280746603044
5,22,22.085986950994336,24,41,-0.035887912295871516
5,23,22.085986950994336,25,43,-0.09172846269030016
4,24,22.085986950994336,26,45,-0.15849245419038316
2,25,14.306485260186344,26,47,-0.13486955368277842
5,26,14.306485260186344,27,49,-0.20362810123350866
5,27,14.306485260186344,28,51,-0.1743307832048796
4,28,14.306485260186344,29,53,-0.17919796906158142
4,29,14.306485260186344,30,55,-0.18795036831465534
5,30,14.306485260186344,31,57,-0.1849486084509091
0,31,14.306485260186344,32,59,-0.16709351491091634
5,32,14.306485260186344,33,61,-0.18617045916412944
1,33,21.409469459810538,33,62,-0.2192920603730143
0,34,21.409469459810538,34,64,-0.17726991449584362
2,35,12.93289466851471,35,65,0.014686985973385358
4,36,12.93289466851471,36,67,-0.07274107113188477
1,37,18.482313954742487,36,67,-0.1506201524546108
0,38,18.482313954742487,37,69,-0.19650931149880585
0,39,18.482313954742487,38,71,-0.18904610985449505
4,40,18.482313954742487,39,73,-0.20865856175751285
2,41,18.482313954742487,40,75,-0.09684173828866327
2,42,18.482313954742487,41,77,-0.17815300819301616
0,43,18.482313954742487,42,79,-0.09038610243269757
2,44,18.482313954742487,43,81,-0.06036978594985998
0,45,18.482313954742487,44,83,-0.22939639134184187
0,46,18.482313954742487,45,85,-0.14066162744327249
5,47,18.482313954742487,46,87,-0.21736899521484349
3,48,18.482313954742487,47,89,-0.24213856646338872
0,49,18.482313954742487,48,91,-0.20222229556089633
4,50,18.482313954742487,49,93,-0.13129549312465977
0,51,18.482313954742487,50,95,-0.16823011699558227
4,2,73.33523143105384,3,3,0.224644177331089
3,3,58.96076656731192,6,5,-0.192712966920624
4,4,35.803201951326045,8,9,-0.01733639461188996
1,5,47.08106011044022,8,10,-0.12924274913860567
3,6,30.412728224687324,11,11,-0.16711332314201055
3,7,21.212401592576345,13,11,-0.03182964013157147
0,8,21.212401592576345,14,13,0.1655226729266338
1,9,30.92858501382849,14,14,-0.07634669141832018
4,10,30.92858501382849,15,16,-0.0749735925987065
2,11,25.504997593836496,17,18,-0.07703385477092223
3,12,25.504997593836496,18,20,-0.06346768738063208
4,13,25.504997593836496,19,22,-0.18658165273039978
2,14,18.49152248754104,20,24,0.0253390422364006
5,15,18.49152248754104,21,26,0.046705341849306636
3,16,18.49152248754104,22,28,-0.02855438896006207
2,17,18.49152248754104,23,30,-0.06501916717549056
0,18,18.49152248754104,24,32,-0.11831426822913377
4,19,18.49152248754104,25,34,-0.03737457172494463
0,20,18.49152248754104,26,36,-0.10872237739390034
2,21,18.49152248754104,27,38,-0.11758273181525997
0,22,18.49152248754104,28,40,-0.09727785136006395
1,23,27.01345393566041,28,40,-0.04761175765046122
0,24,27.01345393566041,29,42,-0.13260219635318587
3,25,27.01345393566041,30,44,-0.018790926774865713
0,26,27.01345393566041,31,46,-0.117224748473573
2,27,17.035540539358813,32,46,-0.14844456548531815
5,28,17.035540539358813,33,48,-0.08669400523663012
0,29,17.035540539358813,34,50,-0.10389873516165543
3,30,17.035540539358813,35,52,-0.04392797008676386
3,31,17.035540539358813,36,54,-0.08063526122335662
5,32,17.035540539358813,37,56,-0.12136946158060014
3,33,17.035540539358813,38,58,-0.1182354757320585
1,34,24.522578225975593,38,59,-0.07920953927382696
3,35,24.522578225975593,39,61,-0.10648979550586046
1,36,30.657357884723083,39,61,-0.18219029876716747
0,37,30.657357884723083,40,63,-0.0831117173245206
2,38,21.572831871146235,41,63,-0.03472788233295043
0,39,21.572831871146235,42,65,-0.2016240085648104
4,40,21.572831871146235,43,67,-0.14972898402464774
5,41,21.572831871146235,44,69,-0.08671636816105976
0,42,21.572831871146235,45,71,-0.04836906249438394
4,43,21.572831871146235,46,73,-0.12789066424620577
5,44,21.572831871146235,47,75,-0.09690314367522584
5,45,21.572831871146235,48,77,-0.13088454686367568
3,46,21.572831871146235,49,79,-0.09591238003816172
0,47,21.572831871146235,50,81,-0.11035062948476759
1,48,28.22530140338239,51,82,-0.18413198251312007
1,49,34.30940701094471,51,82,-0.13551455743540725
0,50,34.30940701094471,52,84,-0.09899425042069376
4,51,34.30940701094471,53,86,-0.1483995565045989
5,2,79.34579953243615,3,6,0.14911529246015598
0,3,79.34579953243615,4,8,-0.2955609709095303
1,4,82.92271766521974,4,10,-0.2966409424130937
1,5,83.96554698418613,4,11,-0.21557274195275483
3,6,63.15132599485484,5,13,-0.21772620664852388
5,7,15.964588762065004,13,15,-0.027323037090120017
1,8,22.989020955594174,14,15,-0.030303198069187465
4,9,22.989020955594174,15,17,-0.016873479979173378
1,10,32.70764459825406,17,17,-0.08957979170716673
0,11,32.70764459825406,18,19,-0.14483091454288038
1,12,46.415676811071464,19,19,0.06117107180920567
3,13,34.2074826579051,19,20,-0.11533313341709056
1,14,45.46513289290826,19,20,0.04122885868067838
0,15,45.46513289290826,20,22,-0.06160703653905325
3,16,33.00397333256295,24,24,-0.09957698566242001
0,17,33.00397333256295,25,26,0.19728322448395552
1,18,44.79670331382644,25,27,0.0702446593119217
5,19,44.79670331382644,26,29,-0.067524189639454
2,20,39.156162685982714,26,33,-0.09773759993445519
2,21,31.328325609417938,26,33,-0.04980244344213747
0,22,31.328325609417938,27,35,-0.11225689274586342
3,23,18.796941621553422,30,35,-0.14565392328317656
2,24,18.796941621553422,31,37,-0.03173565491682501
0,25,18.796941621553422,32,39,-0.09890647387025253
5,26,18.796941621553422,33,41,-0.05947069467758315
4,27,18.796941621553422,34,43,0.01381459466078605
0,28,18.796941621553422,35,45,-0.11415899280812397
4,29,18.796941621553422,36,47,0.008921345629170685
0,30,18.796941621553422,37,49,-0.06425276010375086
2,31,18.796941621553422,38,51,-0.2106978549767229
0,32,18.796941621553422,39,53,-0.061456314243406585
0,33,18.796941621553422,40,55,0.010767393247500423
4,34,18.796941621553422,41,57,-0.05090808495146193
2,35,18.796941621553422,42,59,-0.050234186249873025
5,36,18.796941621553422,43,61,-0.07296474612506354
3,37,18.796941621553422,44,63,-0.15005778107447926
1,38,28.80267823804101,44,64,-0.05948950140171072
1,39,34.81429655962543,45,64,-0.17452006233167505
5,40,34.81429655962543,46,66,-0.12170786083283008
1,41,42.26965084058702,46,66,-0.1781103529820458
5,42,42.26965084058702,47,68,-0.10643781421262238
1,43,49.20723629641349,47,70,-0.09734476316986873
2,44,41.827237349002274,48,71,-0.10338329725523465
3,45,25.06098805796003,48,72,-0.12170909424203374
1,46,34.317892823939786,48,72,-0.13387438916986666
4,47,34.317892823939786,49,74,-0.13375637115506178
1,48,41.42472121907801,49,74,-0.09688106088599996
4,49,18.94132163628233,52,74,-0.11779708799303512
2,50,18.94132163628233,53,76,-0.11930034406467727
0,51,18.94132163628233,54,78,-0.06754117568603685
0,2,100.0,2,3,0.13113634550639197
1,3,107.32646373058023,2,3,-0.19583916109915367
1,4,106.80232808208513,3,4,-0.2190048988470626
0,5,106.80232808208513,4,6,-0.19478650557141286
3,6,83.9228610732582,6,6,-0.12137156945965161
1,7,97.67935378561411,7,6,-0.10892660340666116
5,8,56.689037588215655,12,11,0.07335174976121772
0,9,56.689037588215655,13,13,-0.02389672190900405
1,10,64.25939463776199,13,13,-0.06769940109349254
4,11,50.072803609165945,17,13,0.09080056159854599
4,12,30.295720540760414,21,16,0.05102413515149273
1,13,41.43159069449841,21,17,-0.17397115213312137
5,14,41.43159069449841,22,19,0.1899322816775928
1,15,49.610435877363315,22,19,-0.06061658538088771
3,16,32.35641529612082,23,19,0.007700198670709146
3,17,22.465371487967012,25,20,2.1242033388046977e-5
5,18,22.465371487967012,26,22,-0.014340761848088968
0,19,22.465371487967012,27,24,0.05920098093540693
4,20,22.465371487967012,28,26,0.11102985628606266
4,21,22.465371487967012,29,28,0.12468841331227287
2,22,19.376508310466765,30,31,0.0617184159908859
3,23,19.376508310466765,31,33,-0.049741656324844175
1,24,26.7918982910721,31,34,-0.008210916918690636
2,25,23.526522734482235,33,37,-0.04007215929183333
2,26,15.95729037050781,35,39,-0.01936688943517778
4,27,15.95729037050781,36,41,0.03219591757429219
0,28,15.95729037050781,37,43,0.09115072503526611
4,29,15.95729037050781,38,45,-0.1689630565437742
4,30,15.95729037050781,39,47,-0.036504803150171794
0,31,15.95729037050781,40,49,-0.06281408993188803
4,32,15.95729037050781,41,51,-0.1236540652678943
3,33,15.95729037050781,42,53,-0.11281998208453325
3,34,15.95729037050781,43,55,-0.037349343039341176
4,35,15.95729037050781,44,57,-0.07283869344638239
4,36,15.95729037050781,45,59,-0.06022984636988177
0,37,15.95729037050781,46,61,-0.00313109916697607
0,38,15.95729037050781,47,63,-0.05599600367670682
1,39,20.810304391544523,48,63,-0.07152282750797168
0,40,20.810304391544523,49,65,-0.09447552750270477
2,41,14.476130210085206,51,67,-0.07640340968032311
1,42,23.73331714210854,51,68,-0.10190714035224668
5,43,23.73331714210854,52,70,-0.057543607769759864
0,44,23.73331714210854,53,72,-0.10620270270157212
4,45,23.73331714210854,54,74,-0.07958218683305701
3,46,23.73331714210854,55,76,-0.05631042219641247
4,47,23.73331714210854,56,78,-0.0626345572308975
1,48,29.98688161775751,56,81,-0.05308574272139921
1,49,37.63331217725359,56,81,-0.07381061187859078
5,50,37.63331217725359,57,83,-0.08480194014738174
1,51,46.201911428022704,57,84,-0.09350300114479826
4,2,77.94543921349678,2,3,-0.4138422423633411
4,3,58.66209664267245,3,3,0.2877311192634634
2,4,54.80170698156915,5,3,-0.00939740667712774
0,5,54.80170698156915,6,5,0.0680301416048027
4,6,39.486899334118476,9,6,0.14044470439421675
5,7,39.486899334118476,10,8,0.0757790862211356
5,8,39.486899334118476,11,10,-0.04936284052658485
1,9,49.81503048538197,11,10,-0.010802778739103958
5,10,49.81503048538197,12,12,0.02122620081947635
4,11,32.68242496750182,14,13,-0.026172173893207418
0,12,32.68242496750182,15,15,-0.1307718031586657
3,13,22.326307772131322,16,15,0.11767751755214262
1,14,27.54080987112595,16,15,-0.12217745887410136
5,15,27.54080987112595,17,17,-0.01606961290732456
5,16,27.54080987112595,18,19,-0.09483165384274184
4,17,27.54080987112595,19,21,-0.11317808643103822
4,18,27.54080987112595,20,23,0.14663820731623156
5,19,27.54080987112595,21,25,-0.06811413636200914
3,20,27.54080987112595,22,27,0.021861675550606474
3,21,27.54080987112595,23,29,-0.10827478349105035
3,22,27.54080987112595,24,31,-0.22073863367033464
2,23,25.07218767470826,25,32,-0.10471279571749575
4,24,25.07218767470826,26,34,-0.062173107688173856
2,25,17.20341749529772,29,34,-0.08940558757791295
4,26,17.20341749529772,30,36,-0.029159582503033188
3,27,17.20341749529772,31,38,-0.07624128809791147
5,28,17.20341749529772,32,40,-0.1422414422146605
4,29,17.20341749529772,33,42,0.007141236049114097
2,30,17.20341749529772,34,44,-0.07524453740334508
0,31,17.20341749529772,35,46,-0.004058167221176356
5,32,17.20341749529772,36,48,-0.06314427612732187
1,33,22.7651676669176,37,49,0.060102208374003374
2,34,12.387908327117362,38,50,0.023063006085008442
5,35,12.387908327117362,39,52,-0.1645217241635698
4,36,12.387908327117362,40,54,-0.14642549738065685
3,37,12.387908327117362,41,56,-0.02647160182109559
0,38,12.387908327117362,42,58,-0.03653638545417248
4,39,12.387908327117362,43,60,-0.039341211407590615
